"","n","p","epochs","batch_size","device","jit","latent","n_layers","init_max_memory","time"
"294",2000,500,20,128,"cpu",TRUE,1000,5,FALSE,25.6784136295319
"295",2000,100,20,256,"cpu",TRUE,1000,5,FALSE,12.6885144710541
"296",2000,250,20,256,"cpu",TRUE,1000,5,FALSE,12.8121852874756
"297",2000,500,20,256,"cpu",TRUE,1000,5,FALSE,13.7021389007568
"298",2000,100,20,16,"cuda",TRUE,1000,5,FALSE,24.2002322673798
"299",2000,250,20,16,"cuda",TRUE,1000,5,FALSE,24.5286445617676
"300",2000,500,20,16,"cuda",TRUE,1000,5,FALSE,27.4832618236542
"301",2000,100,20,128,"cuda",TRUE,1000,5,FALSE,3.52348518371582
"302",2000,250,20,128,"cuda",TRUE,1000,5,FALSE,3.98292636871338
"303",2000,500,20,128,"cuda",TRUE,1000,5,FALSE,3.58863258361816
"304",2000,100,20,256,"cuda",TRUE,1000,5,FALSE,2.084064245224
"305",2000,250,20,256,"cuda",TRUE,1000,5,FALSE,2.09031701087952
"306",2000,500,20,256,"cuda",TRUE,1000,5,FALSE,2.09015202522278
"307",2000,100,20,16,"cpu",FALSE,1000,5,FALSE,1.1888282696406
"308",2000,250,20,16,"cpu",FALSE,1000,5,FALSE,1.17221076091131
"309",2000,500,20,16,"cpu",FALSE,1000,5,FALSE,1.1912251551946
"310",2000,100,20,128,"cpu",FALSE,1000,5,FALSE,12.194589138031
"311",2000,250,20,128,"cpu",FALSE,1000,5,FALSE,11.5126554965973
"312",2000,500,20,128,"cpu",FALSE,1000,5,FALSE,12.2946939468384
"313",2000,100,20,256,"cpu",FALSE,1000,5,FALSE,11.3150329589844
"314",2000,250,20,256,"cpu",FALSE,1000,5,FALSE,11.4594075679779
"315",2000,500,20,256,"cpu",FALSE,1000,5,FALSE,9.49721527099609
"316",2000,100,20,16,"cuda",FALSE,1000,5,FALSE,25.4676141738892
"317",2000,250,20,16,"cuda",FALSE,1000,5,FALSE,25.7514400482178
"318",2000,500,20,16,"cuda",FALSE,1000,5,FALSE,26.0102698802948
"319",2000,100,20,128,"cuda",FALSE,1000,5,FALSE,3.35803747177124
"320",2000,250,20,128,"cuda",FALSE,1000,5,FALSE,3.38288116455078
"321",2000,500,20,128,"cuda",FALSE,1000,5,FALSE,3.33630037307739
"322",2000,100,20,256,"cuda",FALSE,1000,5,FALSE,1.73200964927673
"323",2000,250,20,256,"cuda",FALSE,1000,5,FALSE,1.75395822525024
"324",2000,500,20,256,"cuda",FALSE,1000,5,FALSE,1.72905588150024
