"","n","p","optimizer","epochs","batch_size","device","jit","latent","n_layers","init_max_memory","time1","time2","loss"
"226",2000,500,"sgd",20,512,"cpu",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"227",2000,500,"adam",40,512,"cpu",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"228",2000,500,"sgd",40,512,"cpu",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"229",2000,500,"adam",20,16,"cuda",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"230",2000,500,"sgd",20,16,"cuda",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"231",2000,500,"adam",40,16,"cuda",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"232",2000,500,"sgd",40,16,"cuda",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"233",2000,500,"adam",20,256,"cuda",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"234",2000,500,"sgd",20,256,"cuda",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"235",2000,500,"adam",40,256,"cuda",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"236",2000,500,"sgd",40,256,"cuda",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"237",2000,500,"adam",20,512,"cuda",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"238",2000,500,"sgd",20,512,"cuda",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"239",2000,500,"adam",40,512,"cuda",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"240",2000,500,"sgd",40,512,"cuda",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"241",2000,500,"adam",20,16,"cpu",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"242",2000,500,"sgd",20,16,"cpu",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"243",2000,500,"adam",40,16,"cpu",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"244",2000,500,"sgd",40,16,"cpu",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"245",2000,500,"adam",20,256,"cpu",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"246",2000,500,"sgd",20,256,"cpu",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"247",2000,500,"adam",40,256,"cpu",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"248",2000,500,"sgd",40,256,"cpu",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"249",2000,500,"adam",20,512,"cpu",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"250",2000,500,"sgd",20,512,"cpu",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"251",2000,500,"adam",40,512,"cpu",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"252",2000,500,"sgd",40,512,"cpu",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"253",2000,500,"adam",20,16,"cuda",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"254",2000,500,"sgd",20,16,"cuda",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"255",2000,500,"adam",40,16,"cuda",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"256",2000,500,"sgd",40,16,"cuda",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"257",2000,500,"adam",20,256,"cuda",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"258",2000,500,"sgd",20,256,"cuda",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"259",2000,500,"adam",40,256,"cuda",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"260",2000,500,"sgd",40,256,"cuda",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"261",2000,500,"adam",20,512,"cuda",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"262",2000,500,"sgd",20,512,"cuda",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"263",2000,500,"adam",40,512,"cuda",TRUE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"264",2000,500,"sgd",40,512,"cuda",TRUE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"265",2000,500,"adam",20,16,"cpu",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"266",2000,500,"sgd",20,16,"cpu",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"267",2000,500,"adam",40,16,"cpu",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"268",2000,500,"sgd",40,16,"cpu",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"269",2000,500,"adam",20,256,"cpu",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"270",2000,500,"sgd",20,256,"cpu",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"271",2000,500,"adam",40,256,"cpu",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"272",2000,500,"sgd",40,256,"cpu",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"273",2000,500,"adam",20,512,"cpu",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"274",2000,500,"sgd",20,512,"cpu",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"275",2000,500,"adam",40,512,"cpu",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"276",2000,500,"sgd",40,512,"cpu",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"277",2000,500,"adam",20,16,"cuda",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"278",2000,500,"sgd",20,16,"cuda",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"279",2000,500,"adam",40,16,"cuda",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"280",2000,500,"sgd",40,16,"cuda",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"281",2000,500,"adam",20,256,"cuda",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"282",2000,500,"sgd",20,256,"cuda",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"283",2000,500,"adam",40,256,"cuda",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"284",2000,500,"sgd",40,256,"cuda",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"285",2000,500,"adam",20,512,"cuda",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"286",2000,500,"sgd",20,512,"cuda",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"287",2000,500,"adam",40,512,"cuda",FALSE,1000,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"288",2000,500,"sgd",40,512,"cuda",FALSE,1000,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
