"","n","p","epochs","batch_size","device","jit","latent","n_layers","init_max_memory","time"
"262",2000,100,20,16,"cuda",TRUE,500,10,FALSE,41.2414991855621
"263",2000,250,20,16,"cuda",TRUE,500,10,FALSE,40.8820095062256
"264",2000,500,20,16,"cuda",TRUE,500,10,FALSE,40.7834348678589
"265",2000,100,20,128,"cuda",TRUE,500,10,FALSE,5.98352217674255
"266",2000,250,20,128,"cuda",TRUE,500,10,FALSE,5.85687494277954
"267",2000,500,20,128,"cuda",TRUE,500,10,FALSE,5.87775659561157
"268",2000,100,20,256,"cuda",TRUE,500,10,FALSE,3.2394585609436
"269",2000,250,20,256,"cuda",TRUE,500,10,FALSE,3.30716109275818
"270",2000,500,20,256,"cuda",TRUE,500,10,FALSE,3.28246688842773
"271",2000,100,20,16,"cpu",FALSE,500,10,FALSE,87.2059707641602
"272",2000,250,20,16,"cpu",FALSE,500,10,FALSE,87.2427294254303
"273",2000,500,20,16,"cpu",FALSE,500,10,FALSE,88.2387058734894
"274",2000,100,20,128,"cpu",FALSE,500,10,FALSE,12.9234304428101
"275",2000,250,20,128,"cpu",FALSE,500,10,FALSE,12.7945876121521
"276",2000,500,20,128,"cpu",FALSE,500,10,FALSE,13.1986770629883
"277",2000,100,20,256,"cpu",FALSE,500,10,FALSE,7.97178673744202
"278",2000,250,20,256,"cpu",FALSE,500,10,FALSE,8.05060458183289
"279",2000,500,20,256,"cpu",FALSE,500,10,FALSE,7.7895073890686
"280",2000,100,20,16,"cuda",FALSE,500,10,FALSE,46.9840643405914
"281",2000,250,20,16,"cuda",FALSE,500,10,FALSE,46.3958508968353
"282",2000,500,20,16,"cuda",FALSE,500,10,FALSE,46.0762603282928
"283",2000,100,20,128,"cuda",FALSE,500,10,FALSE,6.18724155426025
"284",2000,250,20,128,"cuda",FALSE,500,10,FALSE,6.15414047241211
"285",2000,500,20,128,"cuda",FALSE,500,10,FALSE,5.83772540092468
"286",2000,100,20,256,"cuda",FALSE,500,10,FALSE,2.97194647789001
"287",2000,250,20,256,"cuda",FALSE,500,10,FALSE,2.94214701652527
"288",2000,500,20,256,"cuda",FALSE,500,10,FALSE,2.97416353225708
"289",2000,100,20,16,"cpu",TRUE,1000,10,FALSE,411.304044961929
"290",2000,250,20,16,"cpu",TRUE,1000,10,FALSE,416.545488119125
"291",2000,500,20,16,"cpu",TRUE,1000,10,FALSE,421.828377246857
"292",2000,100,20,128,"cpu",TRUE,1000,10,FALSE,52.7336494922638
"293",2000,250,20,128,"cpu",TRUE,1000,10,FALSE,47.6096596717834
"294",2000,500,20,128,"cpu",TRUE,1000,10,FALSE,54.239241361618
"295",2000,100,20,256,"cpu",TRUE,1000,10,FALSE,25.8141689300537
"296",2000,250,20,256,"cpu",TRUE,1000,10,FALSE,26.7237818241119
"297",2000,500,20,256,"cpu",TRUE,1000,10,FALSE,28.2223725318909
"298",2000,100,20,16,"cuda",TRUE,1000,10,FALSE,40.1250381469727
"299",2000,250,20,16,"cuda",TRUE,1000,10,FALSE,41.5175225734711
"300",2000,500,20,16,"cuda",TRUE,1000,10,FALSE,40.600989818573
"301",2000,100,20,128,"cuda",TRUE,1000,10,FALSE,5.7982964515686
"302",2000,250,20,128,"cuda",TRUE,1000,10,FALSE,5.76375460624695
"303",2000,500,20,128,"cuda",TRUE,1000,10,FALSE,5.7319540977478
"304",2000,100,20,256,"cuda",TRUE,1000,10,FALSE,3.16829252243042
"305",2000,250,20,256,"cuda",TRUE,1000,10,FALSE,3.12796306610107
"306",2000,500,20,256,"cuda",TRUE,1000,10,FALSE,3.14278149604797
"307",2000,100,20,16,"cpu",FALSE,1000,10,FALSE,142.44767332077
"308",2000,250,20,16,"cpu",FALSE,1000,10,FALSE,138.768753767014
"309",2000,500,20,16,"cpu",FALSE,1000,10,FALSE,142.668201684952
"310",2000,100,20,128,"cpu",FALSE,1000,10,FALSE,21.670348405838
"311",2000,250,20,128,"cpu",FALSE,1000,10,FALSE,21.927276134491
"312",2000,500,20,128,"cpu",FALSE,1000,10,FALSE,22.742354631424
"313",2000,100,20,256,"cpu",FALSE,1000,10,FALSE,12.6911253929138
"314",2000,250,20,256,"cpu",FALSE,1000,10,FALSE,13.3104860782623
"315",2000,500,20,256,"cpu",FALSE,1000,10,FALSE,14.6134252548218
"316",2000,100,20,16,"cuda",FALSE,1000,10,FALSE,44.9863882064819
"317",2000,250,20,16,"cuda",FALSE,1000,10,FALSE,45.1022548675537
"318",2000,500,20,16,"cuda",FALSE,1000,10,FALSE,45.3623960018158
"319",2000,100,20,128,"cuda",FALSE,1000,10,FALSE,6.04721164703369
"320",2000,250,20,128,"cuda",FALSE,1000,10,FALSE,5.90425944328308
"321",2000,500,20,128,"cuda",FALSE,1000,10,FALSE,5.78567814826965
"322",2000,100,20,256,"cuda",FALSE,1000,10,FALSE,2.9379026889801
"323",2000,250,20,256,"cuda",FALSE,1000,10,FALSE,2.89674115180969
"324",2000,500,20,256,"cuda",FALSE,1000,10,FALSE,2.87667465209961
